zcta5,stab,zipname,pop10
ZIP census tabulation area,State abbreviation,ZCTA name,Population (2010)
70578,LA,"Rayne, LA",16122
70580,LA,"Reddell, LA",179
70581,LA,"Roanoke, LA",929
70582,LA,"Saint Martinville, LA",19781
70583,LA,"Scott, LA",11693
70584,LA,"Sunset, LA",7358
70585,LA,"Turkey Creek, LA",235
70586,LA,"Ville Platte, LA",20313
70589,LA,"Washington, LA",3283
70591,LA,"Welsh, LA",5299
70592,LA,"Youngsville, LA",18878
70601,LA,"Lake Charles, LA",32384
70605,LA,"Lake Charles, LA",32741
70607,LA,"Lake Charles, LA",25560
70611,LA,"Moss Bluff, LA",19256
70615,LA,"Lake Charles, LA",14335
70630,LA,"Bell City, LA",1440
70631,LA,"Cameron, LA",962
70632,LA,"Creole, LA (PO Boxes)",371
70633,LA,"Dequincy, LA",7604
70634,LA,"Deridder, LA",25125
70637,LA,"Dry Creek, LA",654
70638,LA,"Elizabeth, LA",937
70639,LA,"Evans, LA",684
70640,LA,"Fenton, LA",301
70643,LA,"Grand Chenier, LA (PO Boxes)",352
70644,LA,"Grant, LA (PO Boxes)",308
70645,LA,"Hackberry, LA",1262
70646,LA,"Hayes, LA",750
70647,LA,"Iowa, LA",8703
70648,LA,"Kinder, LA",8026
70650,LA,"Lacassine, LA",435
70651,LA,"Leblanc, LA (PO Boxes)",500
70652,LA,"Longville, LA",2203
70653,LA,"Merryville, LA",3111
70654,LA,"Mittie, LA",155
70655,LA,"Oberlin, LA",3002
70656,LA,"Pitkin, LA",4023
70657,LA,"Ragley, LA",4315
70658,LA,"Reeves, LA",955
70659,LA,"Rosepine, LA",1482
70660,LA,"Singer, LA",2612
70661,LA,"Starks, LA",2309
70662,LA,"Sugartown, LA",411
70663,LA,"Sulphur, LA",28150
70665,LA,"Sulphur, LA",10743
70668,LA,"Vinton, LA",6424
70669,LA,"Westlake, LA",10131
70706,LA,"Denham Springs, LA",20752
70710,LA,"Addis, LA",3593
70711,LA,"Albany, LA",5266
70712,LA,"Angola, LA (PO Boxes)",479
70714,LA,"Baker, LA",19803
70715,LA,"Batchelor, LA",1433
70719,LA,"Brusly, LA",4460
70721,LA,"St. Gabriel, LA",701
70722,LA,"Clinton, LA",5713
70723,LA,"Union, LA",1759
70725,LA,"Darrow, LA",1826
70726,LA,"Denham Springs, LA",50583
70729,LA,"Erwinville, LA",1032
70730,LA,"Ethel, LA",3499
70732,LA,"Fordoche, LA",1178
70733,LA,"French Settlement, LA",1621
70734,LA,"Geismar, LA",7554
70736,LA,"Glynn, LA",518
70737,LA,"Gonzales, LA",38643
70739,LA,"Central, LA",12486
70740,LA,"Grosse Tete, LA",1305
70743,LA,"Hester, LA",350
70744,LA,"Holden, LA",6181
70747,LA,"Innis, LA (PO Boxes)",180
70748,LA,"Jackson, LA",6657
70749,LA,"Jarreau, LA",1554
70750,LA,"Krotz Springs, LA",1951
70752,LA,"Lakeland, LA",806
70753,LA,"Lettsworth, LA",870
70754,LA,"Livingston, LA",10170
70755,LA,"Livonia, LA",2186
70756,LA,"Lottie, LA",393
70757,LA,"Maringouin, LA",3177
70759,LA,"Morganza, LA",1528
70760,LA,"New Roads, LA",6993
70761,LA,"Norwood, LA",897
70762,LA,"Oscar, LA",926
70763,LA,"Grand Point, LA",3816
70764,LA,"Plaquemine, LA",17584
70767,LA,"Port Allen, LA",14914
70769,LA,"Prairieville, LA",36084
70770,LA,"Central, LA",2923
70772,LA,"Rosedale, LA",784
70773,LA,"Rougon, LA",143
70774,LA,"Saint Amant, LA",10076
70775,LA,"Saint Francisville, LA",14720
70776,LA,"St. Gabriel, LA",6043
70777,LA,"Slaughter, LA",4269
70778,LA,"Sorrento, LA",2291
70780,LA,"St. Gabriel, LA",1015
70782,LA,"Tunica, LA (PO Boxes)",299
70783,LA,"Ventress, LA",2604
70785,LA,"Walker, LA",20979
70787,LA,"Weyanoke, LA (PO Boxes)",127
70788,LA,"White Castle, LA",4051
70789,LA,"Wilson, LA",750
70791,LA,"Zachary, LA",24918
70801,LA,"Baton Rouge, LA",13
70802,LA,"Baton Rouge, LA",27267
70803,LA,"Baton Rouge, LA",1335
70805,LA,"Baton Rouge, LA",29909
70806,LA,"Baton Rouge, LA",28706
70807,LA,"Baton Rouge, LA",20377
70808,LA,"Baton Rouge, LA",32504
70809,LA,"Baton Rouge, LA",25050
70810,LA,"Baton Rouge, LA",37980
70811,LA,"Brownfields, LA",13676
70812,LA,"Merrydale, LA",11206
70814,LA,"Baton Rouge, LA",14514
70815,LA,"Baton Rouge, LA",30075
70816,LA,"Baton Rouge, LA",43194
70817,LA,"Shenandoah, LA",31192
70818,LA,"Central, LA",9649
70819,LA,"Baton Rouge, LA",5040
70820,LA,"Baton Rouge, LA",17222
71001,LA,"Arcadia, LA",4531
71003,LA,"Athens, LA",989
71004,LA,"Belcher, LA",644
71006,LA,"Benton, LA",12158
71007,LA,"Bethany, LA",1141
71008,LA,"Bienville, LA",739
71016,LA,"Castor, LA",2070
71018,LA,"Cotton Valley, LA",1622
71019,LA,"Coushatta, LA",8555
71021,LA,"Cullen, LA",772
71023,LA,"Doyline, LA",3632
71024,LA,"Dubberly, LA",1420
71027,LA,"Frierson, LA",1585
71028,LA,"Gibsland, LA",1666
71029,LA,"Gilliam, LA",219
71030,LA,"Gloster, LA",1537
71031,LA,"Goldonna, LA",1064
71032,LA,"Grand Cane, LA",2164
71033,LA,"Greenwood, LA",3510
71034,LA,"Hall Summit, LA",313
71037,LA,"Red Chute, LA",19325
71038,LA,"Haynesville, LA",4064
71039,LA,"Heflin, LA",1934
71040,LA,"Homer, LA",10268
71043,LA,"Hosston, LA",546
71044,LA,"Ida, LA",657
71045,LA,"Jamestown, LA",663
71046,LA,"Keatchie, LA",1351
71047,LA,"Keithville, LA",12203
71048,LA,"Lisbon, LA",104
71049,LA,"Logansport, LA",3460
71051,LA,"Elm Grove, LA",2409
71052,LA,"Mansfield, LA",10259
71055,LA,"Minden, LA",20268
71060,LA,"Mooringsport, LA",3089
71061,LA,"Oil City, LA",1712
71063,LA,"Pelican, LA",748
71064,LA,"Plain Dealing, LA",4096
71065,LA,"Pleasant Hill, LA",1232
71067,LA,"Princeton, LA",3297
71068,LA,"Ringgold, LA",3627
71069,LA,"Rodessa, LA",812
71070,LA,"Saline, LA",1833
71071,LA,"Sarepta, LA",2685
71072,LA,"Shongaloo, LA",1530
71073,LA,"Sibley, LA",2319
71075,LA,"Springhill, LA",6416
71078,LA,"Stonewall, LA",5546
71079,LA,"Summerfield, LA",272
71082,LA,"Vivian, LA",5119
71101,LA,"Shreveport, LA",8197
71103,LA,"Shreveport, LA",7813
71104,LA,"Shreveport, LA",14802
71105,LA,"Shreveport, LA",21907
71106,LA,"Shreveport, LA",34814
71107,LA,"Shreveport, LA",33800
71108,LA,"Shreveport, LA",20388
71109,LA,"Shreveport, LA",22154
71110,LA,"Bossier City, LA",2793
71111,LA,"Bossier City, LA",38456
71112,LA,"Bossier City, LA",31358
71115,LA,"Shreveport, LA",14506
71118,LA,"Shreveport, LA",24761
71119,LA,"Shreveport, LA",11562
71129,LA,"Shreveport, LA",13391
71201,LA,"Monroe, LA",20319
71202,LA,"Monroe, LA",29044
71203,LA,"Monroe, LA",37105
71209,LA,"Monroe, LA",154
71219,LA,"Baskin, LA",1288
71220,LA,"Bastrop, LA",23266
71222,LA,"Bernice, LA",3481
71223,LA,"Bonita, LA",523
71225,LA,"Calhoun, LA",7068
71226,LA,"Chatham, LA",1638
71227,LA,"Choudrant, LA",3635
71229,LA,"Collinston, LA",1662
71232,LA,"Delhi, LA",6581
71233,LA,"Delta, LA",305
71234,LA,"Downsville, LA",3992
71235,LA,"Dubach, LA",4280
71237,LA,"Epps, LA",1578
71238,LA,"Eros, LA",2807
71241,LA,"Farmerville, LA",9982
71243,LA,"Fort Necessity, LA",194
71245,LA,"Grambling, LA",4718
71247,LA,"Hodge, LA",1175
71250,LA,"Jones, LA",220
71251,LA,"Jonesboro, LA",9051
71253,LA,"Kilbourne, LA",255
71254,LA,"Lake Providence, LA",6759
71256,LA,"Lillie, LA",688
71259,LA,"Mangham, LA",1697
71260,LA,"Marion, LA",3177
71261,LA,"Mer Rouge, LA",1684
71263,LA,"Oak Grove, LA",8275
71264,LA,"Oak Ridge, LA",1045
71266,LA,"Pioneer, LA",1699
71268,LA,"Quitman, LA",2819
71269,LA,"Rayville, LA",12757
71270,LA,"Ruston, LA",30887
71272,LA,"Ruston, LA",1893
71275,LA,"Simsboro, LA",2453
71276,LA,"Sondheimer, LA",289
71277,LA,"Spearsville, LA",1758
71279,LA,"Start, LA (PO Boxes)",45
71280,LA,"Sterlington, LA",3647
71282,LA,"Tallulah, LA",11070
71286,LA,"Transylvania, LA",615
71291,LA,"Claiborne, LA",32644
71292,LA,"West Monroe, LA",21541
71295,LA,"Winnsboro, LA",14343
71301,LA,"Alexandria, LA",22859
71302,LA,"Alexandria, LA",15049
71303,LA,"Alexandria, LA",21015
71316,LA,"Acme, LA",37
71322,LA,"Bunkie, LA",6969
71323,LA,"Center Point, LA",989
71325,LA,"Cheneyville, LA",1321
71326,LA,"Clayton, LA",1164
71327,LA,"Cottonport, LA",5454
71328,LA,"Deville, LA",7414
71331,LA,"Effie, LA",1036
71333,LA,"Evergreen, LA",666
71334,LA,"Ferriday, LA",9839
71336,LA,"Gilbert, LA",1650
71339,LA,"Hamburg, LA (PO Boxes)",130
71340,LA,"Harrisonburg, LA",1710
71341,LA,"Hessmer, LA",3069
71342,LA,"Jena, LA",7533
71343,LA,"Jonesville, LA",7678
71345,LA,"Lebeau, LA (PO Boxes)",69
71346,LA,"Lecompte, LA",3040
71350,LA,"Mansura, LA",4124
71351,LA,"Marksville, LA",11502
71353,LA,"Melville, LA",1664
71354,LA,"Monterey, LA",1699
71355,LA,"Moreauville, LA",2764
71356,LA,"Morrow, LA",648
71357,LA,"Newellton, LA",2149
71358,LA,"Palmetto, LA",1111
71360,LA,"Pineville, LA",35361
71362,LA,"Plaucheville, LA",2169
71366,LA,"St. Joseph, LA",1974
71367,LA,"Saint Landry, LA",1278
71368,LA,"Sicily Island, LA",1459
71369,LA,"Simmesport, LA",3222
71371,LA,"Trout, LA",2151
71373,LA,"Vidalia, LA",7358
71375,LA,"Waterproof, LA",1129
71377,LA,"Wildsville, LA",112
71378,LA,"Wisner, LA",2536
71401,LA,"Aimwell, LA",117
71403,LA,"Anacoco, LA",4584
71404,LA,"Atlanta, LA",797
71405,LA,"Ball, LA",5592
71406,LA,"Belmont, LA",216
71407,LA,"Bentley, LA",933
71409,LA,"Boyce, LA",6874
71410,LA,"Calvin, LA",124
71411,LA,"Campti, LA",2875
71414,LA,"Clarence, LA",238
71416,LA,"Cloutierville, LA",842
71417,LA,"Colfax, LA",4932
71418,LA,"Columbia, LA",6295
71419,LA,"Converse, LA",2444
71422,LA,"Dodson, LA",1542
71423,LA,"Dry Prong, LA",4538
71424,LA,"Elmer, LA",1225
71425,LA,"Enterprise, LA",214
71426,LA,"Fisher, LA",229
71427,LA,"Flatwoods, LA",413
71429,LA,"Florien, LA",3179
71430,LA,"Forest Hill, LA",2576
71432,LA,"Georgetown, LA",1053
71433,LA,"Glenmora, LA",4367
71435,LA,"Grayson, LA",3979
71438,LA,"Hineston, LA",1626
71439,LA,"Hornbeck, LA",1897
71441,LA,"Kelly, LA",618
71446,LA,"Leesville, LA",22762
71447,LA,"Lena, LA",1469
71449,LA,"Many, LA",9696
71450,LA,"Marthaville, LA",1070
71452,LA,"Melrose, LA",57
71454,LA,"Montgomery, LA",2527
71455,LA,"Mora, LA",227
71456,LA,"Natchez, LA",1223
71457,LA,"Natchitoches, LA",27809
71459,LA,"Fort Polk South, LA",11902
71461,LA,"New Llano, LA",2577
71462,LA,"Noble, LA",1432
71463,LA,"Oakdale, LA",10801
71465,LA,"Olla, LA",3139
71466,LA,"Otis, LA",591
71467,LA,"Pollock, LA",7998
71468,LA,"Provencal, LA",868
71469,LA,"Robeline, LA",2792
71472,LA,"Sieper, LA",287
71473,LA,"Sikes, LA",495
71474,LA,"Simpson, LA",663
71479,LA,"Tullos, LA",738
71480,LA,"Urania, LA",1324
71483,LA,"Winnfield, LA",11294
71485,LA,"Woodworth, LA",1804
71486,LA,"Zwolle, LA",4940
71601,AR,"Pine Bluff, AR",17327
71602,AR,"Pine Bluff, AR",17982
71603,AR,"Pine Bluff, AR",34343
71630,AR,"Arkansas City, AR",405
71631,AR,"Banks, AR",673
71635,AR,"Crossett, AR",12348
71638,AR,"Dermott, AR",3794
71639,AR,"Dumas, AR",6579
71640,AR,"Eudora, AR",3227
71642,AR,"Fountain Hill, AR",648
71643,AR,"Gould, AR",1109
71644,AR,"Grady, AR",4264
71646,AR,"Hamburg, AR",6756
71647,AR,"Hermitage, AR",2111
71651,AR,"Jersey, AR",150
71652,AR,"Kingsland, AR",1159
71653,AR,"Lake Village, AR",5152
71654,AR,"McGehee, AR",4671
71655,AR,"Monticello, AR",15387
71658,AR,"Montrose, AR",728
71659,AR,"Moscow, AR (PO Boxes)",104
71660,AR,"New Edinburg, AR",963
71661,AR,"Parkdale, AR",450
71662,AR,"Pickens, AR",82
71663,AR,"Portland, AR",732
71665,AR,"Rison, AR",6054
71666,AR,"Mc Gehee, AR",79
71667,AR,"Star City, AR",8267
71670,AR,"Tillar, AR",1403
71671,AR,"Warren, AR",8665
71674,AR,"Watson, AR",738
71675,AR,"Wilmar, AR",1824
71676,AR,"Wilmot, AR",684
71677,AR,"Winchester, AR",185
71701,AR,"Camden, AR",20286
71711,AR,"Camden, AR",106
71720,AR,"Bearden, AR",2498
71722,AR,"Bluff City, AR",87
71724,AR,"Calion, AR",431
71725,AR,"Carthage, AR",555
71726,AR,"Chidester, AR",1435
71730,AR,"El Dorado, AR",32213
71740,AR,"Emerson, AR",1735
71742,AR,"Fordyce, AR",5980
71743,AR,"Gurdon, AR",4090
71744,AR,"Hampton, AR",3224
71745,AR,"Harrell, AR",264
71747,AR,"Huttig, AR",1097
71749,AR,"Junction City, AR",2115
71749,LA,"Junction City, AR",480
71751,AR,"Louann, AR",939
71752,AR,"Mc Neil, AR",1052
71753,AR,"Magnolia, AR",16848
71758,AR,"Mount Holly, AR",450
71759,AR,"Norphlet, AR",600
71762,AR,"Smackover, AR",2501
71763,AR,"Sparkman, AR",1666
71764,AR,"Stephens, AR",1880
71765,AR,"Strong, AR",2156
71766,AR,"Thornton, AR",670
71770,AR,"Waldo, AR",3526
71772,AR,"Whelen Springs, AR",34
71801,AR,"Hope, AR",16745
71820,AR,"Alleene, AR (PO Boxes)",103
71822,AR,"Ashdown, AR",8925
71823,AR,"Ben Lomond, AR",83
71825,AR,"Blevins, AR",645
71826,AR,"Bradley, AR",1315
71827,AR,"Buckner, AR",817
71832,AR,"De Queen, AR",11253
71833,AR,"Dierks, AR",2280
71834,AR,"Doddridge, AR",1491
71835,AR,"Emmet, AR",1334
71836,AR,"Foreman, AR",2856
71837,AR,"Fouke, AR",5227
71838,AR,"Fulton, AR",1148
71839,AR,"Garland, AR",280
71841,AR,"Gillham, AR",913
71842,AR,"Horatio, AR",2241
71845,AR,"Lewisville, AR",2387
71846,AR,"Lockesburg, AR",2652
71847,AR,"Mc Caskill, AR",673
71851,AR,"Mineral Springs, AR",2241
71852,AR,"Nashville, AR",10102
71853,AR,"Ogden, AR",365
71854,AR,"Texarkana, AR",36438
71855,AR,"Ozan, AR",708
71857,AR,"Prescott, AR",5894
71858,AR,"Rosston, AR",1710
71859,AR,"Saratoga, AR",477
71860,AR,"Stamps, AR",2633
71861,AR,"Taylor, AR",2258
71862,AR,"Washington, AR",771
71865,AR,"Wilton, AR",194
71866,AR,"Winthrop, AR",725
71901,AR,"Hot Springs, AR",29491
71909,AR,"Hot Springs Village, AR",15508
71913,AR,"Hot Springs National Park, AR",43436
71921,AR,"Amity, AR",3652
71922,AR,"Antoine, AR",129
71923,AR,"Arkadelphia, AR",15637
71929,AR,"Bismarck, AR",4487
71933,AR,"Bonnerdale, AR",1616
71935,AR,"Caddo Gap, AR",808
71937,AR,"Cove, AR",2026
71940,AR,"Delight, AR",1652
71941,AR,"Donaldson, AR",2098
71943,AR,"Glenwood, AR",4821
71944,AR,"Grannis, AR",773
71945,AR,"Hatfield, AR",1437
71949,AR,"Jessieville, AR",1989
71950,AR,"Kirby, AR",875
71952,AR,"Langley, AR",145
71953,AR,"Mena, AR",14882
71956,AR,"Mountain Pine, AR",1882
71957,AR,"Mount Ida, AR",3133
71958,AR,"Murfreesboro, AR",2525
71959,AR,"Newhope, AR",754
71960,AR,"Norman, AR",1383
71961,AR,"Oden, AR",1003
71962,AR,"Okolona, AR",792
71964,AR,"Pearcy, AR",3926
71965,AR,"Pencil Bluff, AR",315
71968,AR,"Royal, AR",4717
71969,AR,"Sims, AR",376
71970,AR,"Story, AR",792
71971,AR,"Umpire, AR",513
71972,AR,"Vandervoort, AR",309
71973,AR,"Wickes, AR",1424
71998,AR,"Arkadelphia, AR",321
71999,AR,"Arkadelphia, AR",706
72001,AR,"Adona, AR",566
72002,AR,"Alexander, AR",14134
72003,AR,"Almyra, AR",746
72004,AR,"Altheimer, AR",1311
72005,AR,"Amagon, AR",248
72006,AR,"Augusta, AR",2603
72007,AR,"Austin, AR",6708
72010,AR,"Bald Knob, AR",6577
72011,AR,"Bauxite, AR",4074
72012,AR,"Beebe, AR",11986
72013,AR,"Bee Branch, AR",2197
72014,AR,"Beedeville, AR",60
72015,AR,"Benton, AR",27307
72016,AR,"Bigelow, AR",3268
72017,AR,"Fredonia (Biscoe), AR",726
72019,AR,"Benton, AR",23346
72020,AR,"Bradford, AR",4295
72021,AR,"Brinkley, AR",4348
72022,AR,"Bryant, AR",14270
72023,AR,"Cabot, AR",35026
72024,AR,"Carlisle, AR",3777
72025,AR,"Casa, AR",847
72026,AR,"Casscoe, AR",393
72027,AR,"Center Ridge, AR",1417
72029,AR,"Clarendon, AR",1912
72030,AR,"Cleveland, AR",705
72031,AR,"Clinton, AR",7683
72032,AR,"Conway, AR",31436
72034,AR,"Conway, AR",44723
72035,AR,"Conway, AR",1083
72036,AR,"Cotton Plant, AR",817
72037,AR,"Coy, AR",28
72038,AR,"Crocketts Bluff, AR",74
72039,AR,"Damascus, AR",2131
72040,AR,"Des Arc, AR",2867
72041,AR,"De Valls Bluff, AR",1457
72042,AR,"DeWitt, AR",5161
72044,AR,"Edgemont, AR",881
72045,AR,"El Paso, AR",1151
72046,AR,"England, AR",4470
72047,AR,"Enola, AR",969
72048,AR,"Ethel, AR",114
72051,AR,"Fox, AR",622
72055,AR,"Gillett, AR",849
72057,AR,"Grapevine, AR",1070
72058,AR,"Greenbrier, AR",15911
72059,AR,"Gregory, AR (PO Boxes)",37
72060,AR,"Griffithville, AR",666
72061,AR,"Guy, AR",250
72063,AR,"Hattieville, AR",1683
72064,AR,"Hazen, AR",2451
72065,AR,"East End, AR",5207
72067,AR,"Higden, AR",2726
72068,AR,"Higginson, AR",424
72069,AR,"Holly Grove, AR",1369
72070,AR,"Houston, AR",1813
72072,AR,"Humnoke, AR",544
72073,AR,"Humphrey, AR",1139
72074,AR,"Hunter, AR",167
72076,AR,"Jacksonville, AR",37979
72079,AR,"Jefferson, AR",786
72080,AR,"Jerusalem, AR",662
72081,AR,"Judsonia, AR",7798
72082,AR,"Kensett, AR",1935
72083,AR,"Keo, AR",237
72084,AR,"Leola, AR",1229
72085,AR,"Letona, AR",220
72086,AR,"Lonoke, AR",10727
72087,AR,"Lonsdale, AR",2051
72088,AR,"Fairfield Bay, AR",2391
72099,AR,"Jacksonville, AR",616
72101,AR,"McCrory, AR",3378
72102,AR,"Mc Rae, AR",2873
72103,AR,"Mabelvale, AR",13078
72104,AR,"Malvern, AR",23354
72106,AR,"Mayflower, AR",5376
72107,AR,"Menifee, AR",339
72108,AR,"Monroe, AR (PO Boxes)",73
72110,AR,"Morrilton, AR",11498
72111,AR,"Mount Vernon, AR",1362
72112,AR,"Newport, AR",11467
72113,AR,"Maumelle, AR",21273
72114,AR,"North Little Rock, AR",12658
72116,AR,"North Little Rock, AR",21431
72117,AR,"North Little Rock, AR",12684
72118,AR,"North Little Rock, AR",22592
72119,AR,"North Little Rock, AR",5
72120,AR,"Sherwood, AR",31610
72121,AR,"Pangburn, AR",2704
72122,AR,"Paron, AR",927
72123,AR,"Patterson, AR",450
72125,AR,"Perry, AR",905
72126,AR,"Perryville, AR",3674
72127,AR,"Plumerville, AR",2149
72128,AR,"Poyen, AR",814
72129,AR,"Prattsville, AR",1409
72130,AR,"Prim, AR",560
72131,AR,"Quitman, AR",4631
72132,AR,"Redfield, AR",3242
72134,AR,"Roe, AR",315
72135,AR,"Roland, AR",2623
72136,AR,"Romance, AR",1772
72137,AR,"Rose Bud, AR",2555
72139,AR,"Russell, AR",216
72140,AR,"St. Charles, AR",305
72141,AR,"Scotland, AR",625
72142,AR,"Scott, AR",2499
72143,AR,"Searcy, AR",35169
72150,AR,"Sheridan, AR",12006
72152,AR,"Sherrill, AR",429
72153,AR,"Shirley, AR",2572
72156,AR,"Solgohachia, AR",639
72157,AR,"Springfield, AR",1607
72160,AR,"Stuttgart, AR",10736
72165,AR,"Thida, AR",111
72166,AR,"Tichnor, AR",260
72167,AR,"Traskwood, AR",1719
72168,AR,"Tucker, AR",1834
72169,AR,"Tupelo, AR",203
72170,AR,"Ulm, AR",202
72173,AR,"Vilonia, AR",9078
72175,AR,"Wabbaseka, AR",354
72176,AR,"Ward, AR",8141
72179,AR,"Wilburn, AR",450
72181,AR,"Wooster, AR",62
72201,AR,"Little Rock, AR",1024
72202,AR,"Little Rock, AR",9978
72204,AR,"Little Rock, AR",32505
72205,AR,"Little Rock, AR",23000
72206,AR,"Little Rock, AR",25624
72207,AR,"Little Rock, AR",10344
72209,AR,"Little Rock, AR",32376
72210,AR,"Little Rock, AR",14258
72211,AR,"Little Rock, AR",21288
72212,AR,"Little Rock, AR",12705
72223,AR,"Little Rock, AR",19890
72227,AR,"Little Rock, AR",11462
72301,AR,"West Memphis, AR",26069
72311,AR,"Aubrey, AR",135
72315,AR,"Blytheville, AR",23966
72320,AR,"Brickeys, AR",1847
72321,AR,"Burdette, AR",154
72322,AR,"Caldwell, AR",195
72324,AR,"Cherry Valley, AR",1978
72325,AR,"Clarkedale, AR",43
72326,AR,"Colt, AR",2267
72327,AR,"Crawfordsville, AR",1732
72328,AR,"Crumrod, AR (PO Boxes)",64
72329,AR,"Driver, AR (PO Boxes)",80
72330,AR,"Dyess, AR",756
72331,AR,"Earle, AR",3184
72332,AR,"Edmondson, AR",104
72333,AR,"Elaine, AR",667
72335,AR,"Forrest City, AR",20121
72338,AR,"Frenchmans Bayou, AR",43
72338,TN,"Frenchmans Bayou, AR",9
72339,AR,"Gilmore, AR",204
72340,AR,"Goodwin, AR (PO Boxes)",90
72341,AR,"Haynes, AR",222
72342,AR,"Helena-West Helena, AR",5532
72346,AR,"Heth, AR",697
72347,AR,"Hickory Ridge, AR",711
72348,AR,"Hughes, AR",2594
72350,AR,"Joiner, AR",1226
72351,AR,"Keiser, AR",835
72353,AR,"Lambrook, AR (PO Boxes)",114
72354,AR,"Lepanto, AR",2470
72355,AR,"Lexa, AR",2768
72358,AR,"Luxora, AR",1690
72359,AR,"Madison, AR",430
72360,AR,"Marianna, AR",6466
72364,AR,"Marion, AR",15831
72365,AR,"Marked Tree, AR",3146
72366,AR,"Marvell, AR",2543
72367,AR,"Mellwood, AR (PO Boxes)",108
72368,AR,"Moro, AR",1228
72370,AR,"Osceola, AR",8606
72372,AR,"Palestine, AR",1945
72373,AR,"Parkin, AR",1329
72374,AR,"Poplar Grove, AR",876
72376,AR,"Proctor, AR",1977
72377,AR,"Rivervale, AR (PO Boxes)",36
72379,AR,"Snow Lake, AR (PO Boxes)",50
72383,AR,"Turner, AR (PO Boxes)",53
72384,AR,"Turrell, AR",953
72386,AR,"Tyronza, AR",1777
72389,AR,"Elaine, AR",204
72390,AR,"Helena-West Helena, AR",9107
72392,AR,"Wheatley, AR",481
72394,AR,"Widener, AR",625
72395,AR,"Wilson, AR",1017
72396,AR,"Wynne, AR",13734
72401,AR,"Jonesboro, AR",53767
72404,AR,"Jonesboro, AR",23482
72410,AR,"Alicia, AR",498
72411,AR,"Bay, AR",2294
72412,AR,"Beech Grove, AR",633
72413,AR,"Biggers, AR",598
72414,AR,"Black Oak, AR",443
72415,AR,"Black Rock, AR",1346
72416,AR,"Bono, AR",5783
72417,AR,"Brookland, AR",3568
72419,AR,"Caraway, AR",1748
72421,AR,"Cash, AR",554
72422,AR,"Corning, AR",4979
72424,AR,"Datto, AR",94
72425,AR,"Delaplaine, AR",446
72426,AR,"Dell, AR",196
72427,AR,"Egypt, AR",174
72428,AR,"Etowah, AR",95
72429,AR,"Fisher, AR",427
72430,AR,"Greenway, AR",411
72431,AR,"Grubbs, AR",401
72432,AR,"Harrisburg, AR",6462
72433,AR,"Hoxie, AR",3067
72434,AR,"Imboden, AR",2108
72435,AR,"Knobel, AR",505
72436,AR,"Lafe, AR",942
72437,AR,"Lake City, AR",3272
72438,AR,"Leachville, AR",2574
72440,AR,"Lynn, AR",255
72441,AR,"McDougal, AR",94
72442,AR,"Manila, AR",4886
72443,AR,"Marmaduke, AR",2986
72444,AR,"Maynard, AR",1821
72445,AR,"Minturn, AR",91
72447,AR,"Monette, AR",1964
72449,AR,"OKean, AR",213
72450,AR,"Paragould, AR",36033
72453,AR,"Peach Orchard, AR",198
72454,AR,"Piggott, AR",5127
72455,AR,"Pocahontas, AR",12518
72456,AR,"Pollard, AR",585
72457,AR,"Portia, AR",132
72458,AR,"Powhatan, AR",755
72459,AR,"Ravenden, AR",1329
72460,AR,"Ravenden Springs, AR",832
72461,AR,"Rector, AR",3789
72462,AR,"Reyno, AR",408
72464,AR,"St. Francis, AR",98
72466,AR,"Smithville, AR",1481
72467,AR,"Jonesboro, AR",303
72469,AR,"Strawberry, AR",1124
72470,AR,"Success, AR",319
72471,AR,"Swifton, AR",1108
72472,AR,"Trumann, AR",9447
72473,AR,"Tuckerman, AR",2376
72476,AR,"Walnut Ridge, AR",7155
72478,AR,"Warm Springs, AR",390
72479,AR,"Weiner, AR",1489
72482,AR,"Williford, AR",1241
72501,AR,"Batesville, AR",25099
72512,AR,"Horseshoe Bend, AR",2234
72513,AR,"Ash Flat, AR",2856
72515,AR,"Bexar, AR",63
72517,AR,"Brockwell, AR",487
72519,AR,"Calico Rock, AR",3150
72520,AR,"Camp, AR",309
72521,AR,"Cave City, AR",4814
72522,AR,"Charlotte, AR",405
72523,AR,"Concord, AR",1091
72524,AR,"Cord, AR",376
72526,AR,"Cushman, AR",154
72527,AR,"Desha, AR",583
72528,AR,"Dolph, AR",65
72529,AR,"Cherokee Village, AR",4726
72530,AR,"Drasco, AR",1987
72531,AR,"Elizabeth, AR",800
72532,AR,"Evening Shade, AR",1712
72533,AR,"Fifty Six, AR",416
72534,AR,"Floral, AR",1320
72536,AR,"Franklin, AR",429
72537,AR,"Gamaliel, AR",805
72538,AR,"Gepp, AR",432
72539,AR,"Glencoe, AR",253
72540,AR,"Guion, AR",149
72542,AR,"Hardy, AR",3826
72543,AR,"Heber Springs, AR",12535
72544,AR,"Henderson, AR",636
72546,AR,"Ida, AR",181
72550,AR,"Locust Grove, AR",985
72553,AR,"Magness, AR",69
72554,AR,"Mammoth Spring, AR",2923
72555,AR,"Marcella, AR",182
72556,AR,"Melbourne, AR",3375
72560,AR,"Mountain View, AR",8754
72561,AR,"Mount Pleasant, AR",981
72562,AR,"Newark, AR",2238
72564,AR,"Oil Trough, AR",546
72565,AR,"Oxford, AR",999
72566,AR,"Pineville, AR",624
72567,AR,"Pleasant Grove, AR",262
