Year,State,County,Metro,FIPS2010,FMR0,Rent50,MedianIncome,FMRRentPercentInc,Rent50PercInc
2016,ME,Washington County,0,2302921730,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302928660,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302931530,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302935905,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302936010,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302941610,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302941960,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302942100,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302943640,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302944760,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302945600,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302951375,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302953500,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302957082,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302957090,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302957780,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302958165,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302961035,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302963275,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302963940,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302974125,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302975770,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302976895,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302978675,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302979375,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302981685,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302985185,531,572,46300,0.13762419,0.14825054
2016,ME,Washington County,0,2302985290,531,572,46300,0.13762419,0.14825054
2016,ME,York County,1,2303100275,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303100730,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303101605,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303104720,848,911,84200,0.120855107,0.129833729
2016,ME,York County,1,2303104860,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303109410,762,812,76800,0.1190625,0.126875
2016,ME,York County,1,2303114485,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303116725,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303122955,848,911,84200,0.120855107,0.129833729
2016,ME,York County,1,2303133665,762,812,76800,0.1190625,0.126875
2016,ME,York County,1,2303136535,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303136745,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303137270,848,911,84200,0.120855107,0.129833729
2016,ME,York County,1,2303138425,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303139195,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303139405,762,812,76800,0.1190625,0.126875
2016,ME,York County,1,2303141750,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303148750,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303150325,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303154980,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303155085,762,812,76800,0.1190625,0.126875
2016,ME,York County,1,2303156870,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303164675,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303165760,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303167475,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303170030,848,911,84200,0.120855107,0.129833729
2016,ME,York County,1,2303180530,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303181475,667,698,69500,0.115165468,0.120517986
2016,ME,York County,1,2303187985,848,911,84200,0.120855107,0.129833729
2016,MD,Allegany County,1,2400199999,450,450,55100,0.09800363,0.09800363
2016,MD,Anne Arundel County,1,2400399999,851,851,86700,0.117785467,0.117785467
2016,MD,Baltimore County,1,2400599999,851,851,86700,0.117785467,0.117785467
2016,MD,Calvert County,1,2400999999,1307,1307,108600,0.14441989,0.14441989
2016,MD,Caroline County,0,2401199999,620,688,68200,0.109090909,0.121055718
2016,MD,Carroll County,1,2401399999,851,851,86700,0.117785467,0.117785467
2016,MD,Cecil County,1,2401599999,830,830,80300,0.124034869,0.124034869
2016,MD,Charles County,1,2401799999,1307,1307,108600,0.14441989,0.14441989
2016,MD,Dorchester County,0,2401999999,644,684,59400,0.13010101,0.138181818
2016,MD,Frederick County,1,2402199999,1307,1307,108600,0.14441989,0.14441989
2016,MD,Garrett County,0,2402399999,431,454,57800,0.089480969,0.094256055
2016,MD,Harford County,1,2402599999,851,851,86700,0.117785467,0.117785467
2016,MD,Howard County,1,2402799999,851,851,86700,0.117785467,0.117785467
2016,MD,Kent County,0,2402999999,640,735,74300,0.103364738,0.118707941
2016,MD,Montgomery County,1,2403199999,1307,1307,108600,0.14441989,0.14441989
2016,MD,Prince George's County,1,2403399999,1307,1307,108600,0.14441989,0.14441989
2016,MD,Queen Anne's County,1,2403599999,851,851,86700,0.117785467,0.117785467
2016,MD,St. Mary's County,1,2403799999,816,891,97000,0.100948454,0.110226804
2016,MD,Somerset County,1,2403999999,499,537,54800,0.109270073,0.117591241
2016,MD,Talbot County,0,2404199999,668,723,76800,0.104375,0.11296875
2016,MD,Washington County,1,2404399999,554,591,69900,0.095107296,0.101459227
2016,MD,Wicomico County,1,2404599999,590,630,62000,0.114193548,0.121935484
2016,MD,Worcester County,1,2404799999,610,668,70700,0.103536068,0.113380481
2016,MD,Baltimore city,1,2451099999,851,851,86700,0.117785467,0.117785467
2016,MA,Barnstable County,1,2500103690,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500107175,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500107980,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500112995,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500116775,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500119295,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500123105,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500129020,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500139100,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500151440,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500155500,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500159735,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500170605,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500174385,987,1061,77100,0.153618677,0.165136187
2016,MA,Barnstable County,1,2500182525,987,1061,77100,0.153618677,0.165136187
2016,MA,Berkshire County,1,2500300555,529,563,67600,0.093905325,0.099940828
2016,MA,Berkshire County,1,2500300975,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500304545,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500313345,529,563,67600,0.093905325,0.099940828
2016,MA,Berkshire County,1,2500314010,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500316180,529,563,67600,0.093905325,0.099940828
2016,MA,Berkshire County,1,2500321360,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500324120,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500326815,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500328180,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500330315,529,563,67600,0.093905325,0.099940828
2016,MA,Berkshire County,1,2500334340,529,563,67600,0.093905325,0.099940828
2016,MA,Berkshire County,1,2500334655,529,563,67600,0.093905325,0.099940828
2016,MA,Berkshire County,1,2500334970,529,563,67600,0.093905325,0.099940828
2016,MA,Berkshire County,1,2500342460,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500343300,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500344385,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500345420,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500346225,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500351580,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500353050,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500353960,529,563,67600,0.093905325,0.099940828
2016,MA,Berkshire County,1,2500356795,529,563,67600,0.093905325,0.099940828
2016,MA,Berkshire County,1,2500359665,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500360225,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500361065,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500367595,529,563,67600,0.093905325,0.099940828
2016,MA,Berkshire County,1,2500371095,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500373335,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500377990,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500379985,769,836,71600,0.128882682,0.140111732
2016,MA,Berkshire County,1,2500380685,769,836,71600,0.128882682,0.140111732
2016,MA,Bristol County,1,2500500520,578,621,56100,0.123636364,0.132834225
2016,MA,Bristol County,1,2500502690,655,703,72800,0.107967033,0.115879121
2016,MA,Bristol County,1,2500505280,783,840,89000,0.105573034,0.113258427
2016,MA,Bristol County,1,2500516425,578,621,56100,0.123636364,0.132834225
2016,MA,Bristol County,1,2500516950,783,840,89000,0.105573034,0.113258427
2016,MA,Bristol County,1,2500520100,950,1014,111700,0.102059087,0.108934646
2016,MA,Bristol County,1,2500522130,578,621,56100,0.123636364,0.132834225
2016,MA,Bristol County,1,2500523000,655,703,72800,0.107967033,0.115879121
2016,MA,Bristol County,1,2500525240,578,621,56100,0.123636364,0.132834225
2016,MA,Bristol County,1,2500538225,783,840,89000,0.105573034,0.113258427
2016,MA,Bristol County,1,2500545000,578,621,56100,0.123636364,0.132834225
2016,MA,Bristol County,1,2500546575,655,703,72800,0.107967033,0.115879121
2016,MA,Bristol County,1,2500549970,783,840,89000,0.105573034,0.113258427
2016,MA,Bristol County,1,2500556060,950,1014,111700,0.102059087,0.108934646
2016,MA,Bristol County,1,2500556375,655,703,72800,0.107967033,0.115879121
2016,MA,Bristol County,1,2500560645,655,703,72800,0.107967033,0.115879121
2016,MA,Bristol County,1,2500562430,655,703,72800,0.107967033,0.115879121
2016,MA,Bristol County,1,2500568750,655,703,72800,0.107967033,0.115879121
2016,MA,Bristol County,1,2500569170,783,840,89000,0.105573034,0.113258427
2016,MA,Bristol County,1,2500577570,655,703,72800,0.107967033,0.115879121
2016,MA,Dukes County,0,2500701585,959,1007,84600,0.136028369,0.142836879
2016,MA,Dukes County,0,2500713800,959,1007,84600,0.136028369,0.142836879
2016,MA,Dukes County,0,2500721150,959,1007,84600,0.136028369,0.142836879
2016,MA,Dukes County,0,2500726325,959,1007,84600,0.136028369,0.142836879
2016,MA,Dukes County,0,2500750390,959,1007,84600,0.136028369,0.142836879
2016,MA,Dukes County,0,2500769940,959,1007,84600,0.136028369,0.142836879
2016,MA,Dukes County,0,2500778235,959,1007,84600,0.136028369,0.142836879
2016,MA,Essex County,1,2500901260,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500901465,776,826,84100,0.110725327,0.117859691
2016,MA,Essex County,1,2500905595,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500907420,776,826,84100,0.110725327,0.117859691
2016,MA,Essex County,1,2500916250,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500921850,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500925625,776,826,84100,0.110725327,0.117859691
2016,MA,Essex County,1,2500926150,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500927620,776,826,84100,0.110725327,0.117859691
2016,MA,Essex County,1,2500927900,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500929405,776,826,84100,0.110725327,0.117859691
2016,MA,Essex County,1,2500932310,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500934550,776,826,84100,0.110725327,0.117859691
2016,MA,Essex County,1,2500937490,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500937560,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500937995,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500938400,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500940430,776,826,84100,0.110725327,0.117859691
2016,MA,Essex County,1,2500940710,776,826,84100,0.110725327,0.117859691
2016,MA,Essex County,1,2500941095,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500943580,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500945175,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500945245,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500946365,776,826,84100,0.110725327,0.117859691
2016,MA,Essex County,1,2500952490,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500957880,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500958405,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500959105,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500959245,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500960015,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500968645,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500970150,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500974595,1056,1148,98100,0.129174312,0.140428135
2016,MA,Essex County,1,2500977150,776,826,84100,0.110725327,0.117859691
2016,MA,Franklin County,1,2501102095,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501105560,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501109595,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501112505,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501114885,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501115200,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501116670,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501121780,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501125730,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501127100,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501129475,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501129650,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501135180,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501135285,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501142040,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501142285,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501145490,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501147835,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501151265,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501158335,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501161135,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501161905,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501168400,633,672,71800,0.105793872,0.112311978
2016,MA,Franklin County,1,2501173265,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501174525,693,737,71800,0.115821727,0.123175487
2016,MA,Franklin County,1,2501179110,693,737,71800,0.115821727,0.123175487
2016,MA,Hampden County,1,2501300840,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501306085,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501308470,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501313485,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501313660,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501319645,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501326675,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501328075,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501330665,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501330840,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501336300,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501337175,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501342145,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501342530,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501352144,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501358650,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501365825,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501367000,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501370045,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501372390,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501376030,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501377890,633,672,68200,0.111378299,0.118240469
2016,MA,Hampden County,1,2501379740,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501501325,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501504825,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501513590,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501516040,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501519370,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501526290,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501526535,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501527690,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501529265,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501531785,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501540990,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501546330,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501552560,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501554030,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501562745,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501564145,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501572880,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501576380,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501579915,633,672,68200,0.111378299,0.118240469
2016,MA,Hampshire County,1,2501582175,633,672,68200,0.111378299,0.118240469
2016,MA,Middlesex County,1,2501700380,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501701605,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501701955,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501702130,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501703005,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501704615,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501705070,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501705805,802,854,88700,0.108500564,0.115535513
2016,MA,Middlesex County,1,2501707350,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501709840,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501711000,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501711525,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501713135,802,854,88700,0.108500564,0.115535513
2016,MA,Middlesex County,1,2501715060,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501717475,802,854,88700,0.108500564,0.115535513
2016,MA,Middlesex County,1,2501717825,802,854,88700,0.108500564,0.115535513
2016,MA,Middlesex County,1,2501721990,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501724925,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501727480,802,854,88700,0.108500564,0.115535513
2016,MA,Middlesex County,1,2501730700,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501731085,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501731540,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501735215,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501735425,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501735950,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501737000,802,854,88700,0.108500564,0.115535513
2016,MA,Middlesex County,1,2501737875,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501738715,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501739625,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501739835,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501740115,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501743895,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501745560,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501748955,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501752805,802,854,88700,0.108500564,0.115535513
2016,MA,Middlesex County,1,2501756130,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501761380,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501761590,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501762535,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501767665,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501768050,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501768260,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501769415,802,854,88700,0.108500564,0.115535513
2016,MA,Middlesex County,1,2501770360,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501771025,802,854,88700,0.108500564,0.115535513
2016,MA,Middlesex County,1,2501772215,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501772600,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501773440,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501773790,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501776135,802,854,88700,0.108500564,0.115535513
2016,MA,Middlesex County,1,2501777255,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501780230,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501780510,1056,1148,98100,0.129174312,0.140428135
2016,MA,Middlesex County,1,2501781035,1056,1148,98100,0.129174312,0.140428135
2016,MA,Nantucket County,0,2501943790,923,1029,94900,0.116712329,0.130115911
2016,MA,Norfolk County,1,2502102935,835,887,87100,0.115040184,0.122204363
2016,MA,Norfolk County,1,2502104930,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502107740,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502109175,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502111315,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502114640,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502116495,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502117405,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502124820,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502125172,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502130455,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502139765,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502139975,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502141515,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502141690,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502144105,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502146050,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502150250,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502154100,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502155745,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502155955,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502160785,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502167945,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502172495,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502174175,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502178690,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502178972,1056,1148,98100,0.129174312,0.140428135
2016,MA,Norfolk County,1,2502182315,1056,1148,98100,0.129174312,0.140428135
2016,MA,Plymouth County,1,2502300170,835,887,87100,0.115040184,0.122204363
2016,MA,Plymouth County,1,2502308085,835,887,87100,0.115040184,0.122204363
2016,MA,Plymouth County,1,2502309000,835,887,87100,0.115040184,0.122204363
2016,MA,Plymouth County,1,2502311665,1056,1148,98100,0.129174312,0.140428135
2016,MA,Plymouth County,1,2502317895,1056,1148,98100,0.129174312,0.140428135
2016,MA,Plymouth County,1,2502318455,835,887,87100,0.115040184,0.122204363
2016,MA,Plymouth County,1,2502327795,835,887,87100,0.115040184,0.122204363
2016,MA,Plymouth County,1,2502328285,1056,1148,98100,0.129174312,0.140428135
2016,MA,Plymouth County,1,2502328495,835,887,87100,0.115040184,0.122204363
2016,MA,Plymouth County,1,2502330210,1056,1148,98100,0.129174312,0.140428135
2016,MA,Plymouth County,1,2502331645,1056,1148,98100,0.129174312,0.140428135
2016,MA,Plymouth County,1,2502333220,1056,1148,98100,0.129174312,0.140428135
2016,MA,Plymouth County,1,2502333920,835,887,87100,0.115040184,0.122204363
2016,MA,Plymouth County,1,2502338540,835,887,87100,0.115040184,0.122204363
2016,MA,Plymouth County,1,2502338855,1056,1148,98100,0.129174312,0.140428135
2016,MA,Plymouth County,1,2502339450,835,887,87100,0.115040184,0.122204363
2016,MA,Plymouth County,1,2502340850,835,887,87100,0.115040184,0.122204363
2016,MA,Plymouth County,1,2502350145,1056,1148,98100,0.129174312,0.140428135
